Source,Country,State,Date,Confirmed,Recovered,Deaths,_TotalFlag
JHU,Albania,total,2/20/20,0,0,0,1
JHU,Albania,total,2/21/20,0,0,0,1
JHU,Albania,total,2/22/20,0,0,0,1
JHU,Albania,total,2/23/20,0,0,0,1
JHU,Albania,total,2/24/20,0,0,0,1
JHU,Albania,total,2/25/20,0,0,0,1
JHU,Albania,total,2/26/20,0,0,0,1
JHU,Albania,total,2/27/20,0,0,0,1
JHU,Albania,total,2/28/20,0,0,0,1
JHU,Albania,total,2/29/20,0,0,0,1
JHU,Albania,total,3/1/20,0,0,0,1
JHU,Albania,total,3/2/20,0,0,0,1
JHU,Albania,total,3/3/20,0,0,0,1
JHU,Albania,total,3/4/20,0,0,0,1
JHU,Albania,total,3/5/20,0,0,0,1
JHU,Albania,total,3/6/20,0,0,0,1
JHU,Albania,total,3/7/20,0,0,0,1
JHU,Albania,total,3/8/20,0,0,0,1
JHU,Albania,total,3/9/20,2,0,0,1
JHU,Albania,total,3/10/20,10,0,0,1
JHU,Albania,total,3/11/20,12,0,1,1
JHU,Albania,total,3/12/20,23,0,1,1
JHU,Albania,total,3/13/20,33,0,1,1
JHU,Albania,total,3/14/20,38,0,1,1
JHU,Albania,total,3/15/20,42,0,1,1
JHU,Albania,total,3/16/20,51,0,1,1
JHU,Albania,total,3/17/20,55,0,1,1
JHU,Albania,total,3/18/20,59,0,2,1
JHU,Albania,total,3/19/20,64,0,2,1
JHU,Albania,total,3/20/20,70,0,2,1
JHU,Albania,total,3/21/20,76,2,2,1
JHU,Algeria,total,1/22/20,0,0,0,1
JHU,Algeria,total,1/23/20,0,0,0,1
JHU,Algeria,total,1/24/20,0,0,0,1
JHU,Algeria,total,1/25/20,0,0,0,1
JHU,Algeria,total,1/26/20,0,0,0,1
JHU,Algeria,total,1/27/20,0,0,0,1
JHU,Algeria,total,1/28/20,0,0,0,1
JHU,Algeria,total,1/29/20,0,0,0,1
JHU,Algeria,total,1/30/20,0,0,0,1
JHU,Algeria,total,1/31/20,0,0,0,1
JHU,Algeria,total,2/1/20,0,0,0,1
JHU,Algeria,total,2/2/20,0,0,0,1
JHU,Algeria,total,2/3/20,0,0,0,1
JHU,Algeria,total,2/4/20,0,0,0,1
JHU,Algeria,total,2/5/20,0,0,0,1
JHU,Algeria,total,2/6/20,0,0,0,1
JHU,Algeria,total,2/7/20,0,0,0,1
JHU,Algeria,total,2/8/20,0,0,0,1
JHU,Algeria,total,2/9/20,0,0,0,1
JHU,Algeria,total,2/10/20,0,0,0,1
JHU,Algeria,total,2/11/20,0,0,0,1
JHU,Algeria,total,2/12/20,0,0,0,1
JHU,Algeria,total,2/13/20,0,0,0,1
JHU,Algeria,total,2/14/20,0,0,0,1
JHU,Algeria,total,2/15/20,0,0,0,1
JHU,Algeria,total,2/16/20,0,0,0,1
JHU,Algeria,total,2/17/20,0,0,0,1
JHU,Algeria,total,2/18/20,0,0,0,1
JHU,Algeria,total,2/19/20,0,0,0,1
JHU,Algeria,total,2/20/20,0,0,0,1
JHU,Algeria,total,2/21/20,0,0,0,1
JHU,Algeria,total,2/22/20,0,0,0,1
JHU,Algeria,total,2/23/20,0,0,0,1
JHU,Algeria,total,2/24/20,0,0,0,1
JHU,Algeria,total,2/25/20,1,0,0,1
JHU,Algeria,total,2/26/20,1,0,0,1
JHU,Algeria,total,2/27/20,1,0,0,1
JHU,Algeria,total,2/28/20,1,0,0,1
JHU,Algeria,total,2/29/20,1,0,0,1
JHU,Algeria,total,3/1/20,1,0,0,1
JHU,Algeria,total,3/2/20,3,0,0,1
JHU,Algeria,total,3/3/20,5,0,0,1
JHU,Algeria,total,3/4/20,12,0,0,1
JHU,Algeria,total,3/5/20,12,0,0,1
JHU,Algeria,total,3/6/20,17,0,0,1
JHU,Algeria,total,3/7/20,17,0,0,1
JHU,Algeria,total,3/8/20,19,0,0,1
JHU,Algeria,total,3/9/20,20,0,0,1
JHU,Algeria,total,3/10/20,20,0,0,1
JHU,Algeria,total,3/11/20,20,0,0,1
JHU,Algeria,total,3/12/20,24,8,1,1
JHU,Algeria,total,3/13/20,26,8,2,1
JHU,Algeria,total,3/14/20,37,12,3,1
JHU,Algeria,total,3/15/20,48,12,4,1
JHU,Algeria,total,3/16/20,54,12,4,1
JHU,Algeria,total,3/17/20,60,12,4,1
JHU,Algeria,total,3/18/20,74,12,7,1
JHU,Algeria,total,3/19/20,87,32,9,1
JHU,Algeria,total,3/20/20,90,32,11,1
JHU,Algeria,total,3/21/20,139,32,15,1
JHU,Andorra,total,1/22/20,0,0,0,1
JHU,Andorra,total,1/23/20,0,0,0,1
JHU,Andorra,total,1/24/20,0,0,0,1
JHU,Andorra,total,1/25/20,0,0,0,1
JHU,Andorra,total,1/26/20,0,0,0,1
JHU,Andorra,total,1/27/20,0,0,0,1
JHU,Andorra,total,1/28/20,0,0,0,1
JHU,Andorra,total,1/29/20,0,0,0,1
JHU,Andorra,total,1/30/20,0,0,0,1
JHU,Andorra,total,1/31/20,0,0,0,1
JHU,Andorra,total,2/1/20,0,0,0,1
JHU,Andorra,total,2/2/20,0,0,0,1
JHU,Andorra,total,2/3/20,0,0,0,1
JHU,Andorra,total,2/4/20,0,0,0,1
JHU,Andorra,total,2/5/20,0,0,0,1
JHU,Andorra,total,2/6/20,0,0,0,1
JHU,Andorra,total,2/7/20,0,0,0,1
JHU,Andorra,total,2/8/20,0,0,0,1
JHU,Andorra,total,2/9/20,0,0,0,1
JHU,Andorra,total,2/10/20,0,0,0,1
JHU,Andorra,total,2/11/20,0,0,0,1
JHU,Andorra,total,2/12/20,0,0,0,1
JHU,Andorra,total,2/13/20,0,0,0,1
JHU,Andorra,total,2/14/20,0,0,0,1
JHU,Andorra,total,2/15/20,0,0,0,1
JHU,Andorra,total,2/16/20,0,0,0,1
JHU,Andorra,total,2/17/20,0,0,0,1
JHU,Andorra,total,2/18/20,0,0,0,1
JHU,Andorra,total,2/19/20,0,0,0,1
JHU,Andorra,total,2/20/20,0,0,0,1
JHU,Andorra,total,2/21/20,0,0,0,1
JHU,Andorra,total,2/22/20,0,0,0,1
JHU,Andorra,total,2/23/20,0,0,0,1
JHU,Andorra,total,2/24/20,0,0,0,1
JHU,Andorra,total,2/25/20,0,0,0,1
JHU,Andorra,total,2/26/20,0,0,0,1
JHU,Andorra,total,2/27/20,0,0,0,1
JHU,Andorra,total,2/28/20,0,0,0,1
JHU,Andorra,total,2/29/20,0,0,0,1
JHU,Andorra,total,3/1/20,0,0,0,1
JHU,Andorra,total,3/2/20,1,0,0,1
JHU,Andorra,total,3/3/20,1,0,0,1
JHU,Andorra,total,3/4/20,1,0,0,1
JHU,Andorra,total,3/5/20,1,0,0,1
JHU,Andorra,total,3/6/20,1,0,0,1
JHU,Andorra,total,3/7/20,1,0,0,1
JHU,Andorra,total,3/8/20,1,0,0,1
JHU,Andorra,total,3/9/20,1,0,0,1
JHU,Andorra,total,3/10/20,1,0,0,1
JHU,Andorra,total,3/11/20,1,0,0,1
JHU,Andorra,total,3/12/20,1,1,0,1
JHU,Andorra,total,3/13/20,1,0,0,1
JHU,Andorra,total,3/14/20,1,1,0,1
JHU,Andorra,total,3/15/20,1,1,0,1
JHU,Andorra,total,3/16/20,2,1,0,1
JHU,Andorra,total,3/17/20,39,1,0,1
JHU,Andorra,total,3/18/20,39,1,0,1
JHU,Andorra,total,3/19/20,53,1,0,1
JHU,Andorra,total,3/20/20,75,1,0,1
JHU,Andorra,total,3/21/20,88,1,0,1
JHU,NOT MAPPED_Angola,total,1/22/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/23/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/24/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/25/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/26/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/27/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/28/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/29/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/30/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,1/31/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/1/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/2/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/3/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/4/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/5/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/6/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/7/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/8/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/9/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/10/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/11/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/12/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/13/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/14/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/15/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/16/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/17/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/18/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/19/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/20/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/21/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/22/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/23/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/24/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/25/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/26/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/27/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/28/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,2/29/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/1/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/2/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/3/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/4/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/5/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/6/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/7/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/8/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/9/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/10/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/11/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/12/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/13/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/14/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/15/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/16/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/17/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/18/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/19/20,0,0,0,1
JHU,NOT MAPPED_Angola,total,3/20/20,1,0,0,1
JHU,NOT MAPPED_Angola,total,3/21/20,2,0,0,1
JHU,Antigua and Barbuda,total,1/22/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/23/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/24/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/25/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/26/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/27/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/28/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/29/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/30/20,0,0,0,1
JHU,Antigua and Barbuda,total,1/31/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/1/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/2/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/3/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/4/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/5/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/6/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/7/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/8/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/9/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/10/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/11/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/12/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/13/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/14/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/15/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/16/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/17/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/18/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/19/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/20/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/21/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/22/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/23/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/24/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/25/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/26/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/27/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/28/20,0,0,0,1
JHU,Antigua and Barbuda,total,2/29/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/1/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/2/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/3/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/4/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/5/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/6/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/7/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/8/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/9/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/10/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/11/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/12/20,0,0,0,1
JHU,Antigua and Barbuda,total,3/13/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/14/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/15/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/16/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/17/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/18/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/19/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/20/20,1,0,0,1
JHU,Antigua and Barbuda,total,3/21/20,1,0,0,1
JHU,Argentina,total,1/22/20,0,0,0,1
JHU,Argentina,total,1/23/20,0,0,0,1
JHU,Argentina,total,1/24/20,0,0,0,1
JHU,Argentina,total,1/25/20,0,0,0,1
JHU,Argentina,total,1/26/20,0,0,0,1
JHU,Argentina,total,1/27/20,0,0,0,1
JHU,Argentina,total,1/28/20,0,0,0,1
JHU,Argentina,total,1/29/20,0,0,0,1
JHU,Argentina,total,1/30/20,0,0,0,1
JHU,Argentina,total,1/31/20,0,0,0,1
JHU,Argentina,total,2/1/20,0,0,0,1
JHU,Argentina,total,2/2/20,0,0,0,1
JHU,Argentina,total,2/3/20,0,0,0,1
JHU,Argentina,total,2/4/20,0,0,0,1
JHU,Argentina,total,2/5/20,0,0,0,1
JHU,Argentina,total,2/6/20,0,0,0,1
JHU,Argentina,total,2/7/20,0,0,0,1
JHU,Argentina,total,2/8/20,0,0,0,1
JHU,Argentina,total,2/9/20,0,0,0,1
JHU,Argentina,total,2/10/20,0,0,0,1
JHU,Argentina,total,2/11/20,0,0,0,1
JHU,Argentina,total,2/12/20,0,0,0,1
JHU,Argentina,total,2/13/20,0,0,0,1
JHU,Argentina,total,2/14/20,0,0,0,1
JHU,Argentina,total,2/15/20,0,0,0,1
JHU,Argentina,total,2/16/20,0,0,0,1
JHU,Argentina,total,2/17/20,0,0,0,1
JHU,Argentina,total,2/18/20,0,0,0,1
JHU,Argentina,total,2/19/20,0,0,0,1
JHU,Argentina,total,2/20/20,0,0,0,1
JHU,Argentina,total,2/21/20,0,0,0,1
JHU,Argentina,total,2/22/20,0,0,0,1
JHU,Argentina,total,2/23/20,0,0,0,1
JHU,Argentina,total,2/24/20,0,0,0,1
JHU,Argentina,total,2/25/20,0,0,0,1
JHU,Argentina,total,2/26/20,0,0,0,1
JHU,Argentina,total,2/27/20,0,0,0,1
JHU,Argentina,total,2/28/20,0,0,0,1
JHU,Argentina,total,2/29/20,0,0,0,1
JHU,Argentina,total,3/1/20,0,0,0,1
JHU,Argentina,total,3/2/20,0,0,0,1
JHU,Argentina,total,3/3/20,1,0,0,1
JHU,Argentina,total,3/4/20,1,0,0,1
JHU,Argentina,total,3/5/20,1,0,0,1
JHU,Argentina,total,3/6/20,2,0,0,1
JHU,Argentina,total,3/7/20,8,0,0,1
JHU,Argentina,total,3/8/20,12,0,1,1
JHU,Argentina,total,3/9/20,12,0,1,1
JHU,Argentina,total,3/10/20,17,0,1,1
JHU,Argentina,total,3/11/20,19,0,1,1
JHU,Argentina,total,3/12/20,19,0,1,1
JHU,Argentina,total,3/13/20,31,0,2,1
JHU,Argentina,total,3/14/20,34,1,2,1
JHU,Argentina,total,3/15/20,45,1,2,1
JHU,Argentina,total,3/16/20,56,1,2,1
JHU,Argentina,total,3/17/20,68,3,2,1
JHU,Argentina,total,3/18/20,79,3,2,1
JHU,Argentina,total,3/19/20,97,3,3,1
JHU,Argentina,total,3/20/20,128,3,3,1
JHU,Argentina,total,3/21/20,158,3,4,1
JHU,Armenia,total,1/22/20,0,0,0,1
JHU,Armenia,total,1/23/20,0,0,0,1
JHU,Armenia,total,1/24/20,0,0,0,1
JHU,Armenia,total,1/25/20,0,0,0,1
JHU,Armenia,total,1/26/20,0,0,0,1
JHU,Armenia,total,1/27/20,0,0,0,1
JHU,Armenia,total,1/28/20,0,0,0,1
JHU,Armenia,total,1/29/20,0,0,0,1
JHU,Armenia,total,1/30/20,0,0,0,1
JHU,Armenia,total,1/31/20,0,0,0,1
JHU,Armenia,total,2/1/20,0,0,0,1
JHU,Armenia,total,2/2/20,0,0,0,1
JHU,Armenia,total,2/3/20,0,0,0,1
JHU,Armenia,total,2/4/20,0,0,0,1
JHU,Armenia,total,2/5/20,0,0,0,1
JHU,Armenia,total,2/6/20,0,0,0,1
JHU,Armenia,total,2/7/20,0,0,0,1
JHU,Armenia,total,2/8/20,0,0,0,1
JHU,Armenia,total,2/9/20,0,0,0,1
JHU,Armenia,total,2/10/20,0,0,0,1
JHU,Armenia,total,2/11/20,0,0,0,1
JHU,Armenia,total,2/12/20,0,0,0,1
JHU,Armenia,total,2/13/20,0,0,0,1
JHU,Armenia,total,2/14/20,0,0,0,1
JHU,Armenia,total,2/15/20,0,0,0,1
JHU,Armenia,total,2/16/20,0,0,0,1
JHU,Armenia,total,2/17/20,0,0,0,1
JHU,Armenia,total,2/18/20,0,0,0,1
JHU,Armenia,total,2/19/20,0,0,0,1
JHU,Armenia,total,2/20/20,0,0,0,1
JHU,Armenia,total,2/21/20,0,0,0,1
JHU,Armenia,total,2/22/20,0,0,0,1
JHU,Armenia,total,2/23/20,0,0,0,1
JHU,Armenia,total,2/24/20,0,0,0,1
JHU,Armenia,total,2/25/20,0,0,0,1
JHU,Armenia,total,2/26/20,0,0,0,1
JHU,Armenia,total,2/27/20,0,0,0,1
JHU,Armenia,total,2/28/20,0,0,0,1
JHU,Armenia,total,2/29/20,0,0,0,1
JHU,Armenia,total,3/1/20,1,0,0,1
JHU,Armenia,total,3/2/20,1,0,0,1
JHU,Armenia,total,3/3/20,1,0,0,1
JHU,Armenia,total,3/4/20,1,0,0,1
JHU,Armenia,total,3/5/20,1,0,0,1
JHU,Armenia,total,3/6/20,1,0,0,1
JHU,Armenia,total,3/7/20,1,0,0,1
JHU,Armenia,total,3/8/20,1,0,0,1
JHU,Armenia,total,3/9/20,1,0,0,1
JHU,Armenia,total,3/10/20,1,0,0,1
JHU,Armenia,total,3/11/20,1,0,0,1
JHU,Armenia,total,3/12/20,4,0,0,1
JHU,Armenia,total,3/13/20,8,0,0,1
JHU,Armenia,total,3/14/20,18,0,0,1
JHU,Armenia,total,3/15/20,26,0,0,1
JHU,Armenia,total,3/16/20,52,0,0,1
JHU,Armenia,total,3/17/20,78,1,0,1
JHU,Armenia,total,3/18/20,84,1,0,1
JHU,Armenia,total,3/19/20,115,1,0,1
JHU,Armenia,total,3/20/20,136,1,0,1
JHU,Armenia,total,3/21/20,160,1,0,1
JHU,Australia,New South Wales,1/22/20,0,0,0,0
JHU,Australia,Victoria,1/22/20,0,0,0,0
JHU,Australia,Queensland,1/22/20,0,0,0,0
JHU,Australia,South Australia,1/22/20,0,0,0,0
JHU,Australia,From Diamond Princess,1/22/20,0,0,0,0
JHU,Australia,Western Australia,1/22/20,0,0,0,0
JHU,Australia,Tasmania,1/22/20,0,0,0,0
JHU,Australia,Northern Territory,1/22/20,0,0,0,0
JHU,Australia,Australian Capital Territory,1/22/20,0,0,0,0
JHU,Australia,New South Wales,1/23/20,0,0,0,0
JHU,Australia,Victoria,1/23/20,0,0,0,0
JHU,Australia,Queensland,1/23/20,0,0,0,0
JHU,Australia,South Australia,1/23/20,0,0,0,0
JHU,Australia,From Diamond Princess,1/23/20,0,0,0,0
JHU,Australia,Western Australia,1/23/20,0,0,0,0
JHU,Australia,Tasmania,1/23/20,0,0,0,0
JHU,Australia,Northern Territory,1/23/20,0,0,0,0
JHU,Australia,Australian Capital Territory,1/23/20,0,0,0,0
JHU,Australia,New South Wales,1/24/20,0,0,0,0
JHU,Australia,Victoria,1/24/20,0,0,0,0
JHU,Australia,Queensland,1/24/20,0,0,0,0
JHU,Australia,South Australia,1/24/20,0,0,0,0
JHU,Australia,From Diamond Princess,1/24/20,0,0,0,0
JHU,Australia,Western Australia,1/24/20,0,0,0,0
JHU,Australia,Tasmania,1/24/20,0,0,0,0
JHU,Australia,Northern Territory,1/24/20,0,0,0,0
JHU,Australia,Australian Capital Territory,1/24/20,0,0,0,0
JHU,Australia,New South Wales,1/25/20,0,0,0,0
JHU,Australia,Victoria,1/25/20,0,0,0,0
JHU,Australia,Queensland,1/25/20,0,0,0,0
JHU,Australia,South Australia,1/25/20,0,0,0,0
JHU,Australia,From Diamond Princess,1/25/20,0,0,0,0
JHU,Australia,Western Australia,1/25/20,0,0,0,0
JHU,Australia,Tasmania,1/25/20,0,0,0,0
JHU,Australia,Northern Territory,1/25/20,0,0,0,0
JHU,Australia,Australian Capital Territory,1/25/20,0,0,0,0
