Date,Country,State,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000,ConfirmedSource,DeathsSource,RecoveredSource
3/18/20,Djibouti,total,1,1,0,,0.5,,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/19/20,Djibouti,total,1,0,1,,0.5,1.4,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/20/20,Djibouti,total,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/21/20,Djibouti,total,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/22/20,Djibouti,total,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
3/23/2020,Djibouti,total,2,1,0,0.7,0.5,1.4,0,0,0,,,,0,2,6,0,0,0,0,0,0,0,0,0,Multiple,Multiple,Multiple
1/22/20,Dominican Republic,total,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/23/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/24/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/25/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/26/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/27/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/28/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/29/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/30/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/31/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/1/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/2/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/3/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/4/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/5/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/6/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/7/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/8/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/9/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/10/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/11/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/12/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/13/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/14/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/15/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/16/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/17/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/18/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/19/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/20/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/21/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/22/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/23/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/24/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/25/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/26/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/27/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/28/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/29/20,Dominican Republic,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/1/20,Dominican Republic,total,1,1,0,,0.5,,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/2/20,Dominican Republic,total,1,0,1,,0.5,1.4,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/3/20,Dominican Republic,total,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/4/20,Dominican Republic,total,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/5/20,Dominican Republic,total,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/6/20,Dominican Republic,total,2,1,0,0.7,0.5,1.4,0,0,0,,0,,0,2,6,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/7/20,Dominican Republic,total,2,0,1,,0.5,2.8,0,0,0,,0,,0,2,7,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/8/20,Dominican Republic,total,5,3,0,0.5,1.5,0.9,0,0,0,,0,,0,5,8,1,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/9/20,Dominican Republic,total,5,0,3,,1.5,2.3,0,0,0,,0,,0,5,9,2,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/10/20,Dominican Republic,total,5,0,0,,0,,0,0,0,,0,,0,5,10,3,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/11/20,Dominican Republic,total,5,0,0,,0,,0,0,0,,0,,0,5,11,4,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/12/20,Dominican Republic,total,5,0,0,,0,,0,0,0,,0,,0,5,12,5,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/13/20,Dominican Republic,total,5,0,0,,0,,0,0,0,,0,,0,5,13,6,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/14/20,Dominican Republic,total,11,6,0,0.6,3,1.2,0,0,0,,0,,0,11,14,7,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/15/20,Dominican Republic,total,11,0,6,,3,2.6,0,0,0,,0,,0,11,15,8,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/16/20,Dominican Republic,total,11,0,0,,0,,0,0,0,,0,,0,11,16,9,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/17/20,Dominican Republic,total,34,23,0,0.3,11.5,0.7,2,2,0,,1,,0,32,17,10,0,0,0,1,0,0,0,0,Multiple,World,Multiple
3/18/20,Dominican Republic,total,34,0,23,,11.5,1.9,2,0,2,,1,1.4,0,32,18,11,0,0,0,2,0,0,0,0,Multiple,Multiple,Multiple
3/19/20,Dominican Republic,total,72,38,0,0.6,19,1.2,2,0,0,,0,,0,70,19,12,0,0,0,3,0,0,0,0,Multiple,Multiple,Multiple
3/20/20,Dominican Republic,total,112,40,38,1.2,39,1.3,3,1,0,1.4,0.5,2.8,0,109,20,13,1,0,0,4,0,0,0,0,Multiple,World,Multiple
3/21/20,Dominican Republic,total,202,90,40,0.8,65,1.2,3,0,1,,0.5,4.2,0,199,21,14,2,0,0,5,0,0,0,0,Multiple,Multiple,Multiple
3/22/20,Dominican Republic,total,202,0,90,,45,3.1,3,0,0,,0,,0,199,22,15,3,0,0,6,0,0,0,0,Multiple,Multiple,Multiple
3/23/2020,Dominican Republic,total,245,43,0,3.2,21.5,6.5,3,0,0,,,,0,242,23,16,4,0,0,7,0,0,0,0,Multiple,Multiple,Multiple
1/22/20,Ecuador,total,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/23/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/24/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/25/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/26/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/27/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/28/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/29/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/30/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/31/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/1/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/2/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/3/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/4/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/5/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/6/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/7/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/8/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/9/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/10/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/11/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/12/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/13/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/14/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/15/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/16/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/17/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/18/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/19/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/20/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/21/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/22/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/23/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/24/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/25/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/26/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/27/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/28/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/29/20,Ecuador,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/1/20,Ecuador,total,6,6,0,,3,,0,0,0,,0,,0,6,1,1,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/2/20,Ecuador,total,6,0,6,,3,1.4,0,0,0,,0,,0,6,2,2,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/3/20,Ecuador,total,7,1,0,4.2,0.5,8.4,0,0,0,,0,,0,7,3,3,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/4/20,Ecuador,total,10,3,1,1.6,2,2.5,0,0,0,,0,,0,10,4,4,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/5/20,Ecuador,total,13,3,3,2.3,3,2.3,0,0,0,,0,,0,13,5,5,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/6/20,Ecuador,total,13,0,3,,1.5,6.1,0,0,0,,0,,0,13,6,6,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/7/20,Ecuador,total,13,0,0,,0,,0,0,0,,0,,0,13,7,7,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/8/20,Ecuador,total,14,1,0,9.1,0.5,18.2,0,0,0,,0,,0,14,8,8,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/9/20,Ecuador,total,15,1,1,9.8,1,9.8,0,0,0,,0,,0,15,9,9,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/10/20,Ecuador,total,15,0,1,,0.5,21.0,0,0,0,,0,,0,15,10,10,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/11/20,Ecuador,total,17,2,0,5.3,1,10.5,0,0,0,,0,,0,17,11,11,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/12/20,Ecuador,total,17,0,2,,1,11.9,0,0,0,,0,,0,17,12,12,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/13/20,Ecuador,total,17,0,0,,0,,0,0,0,,0,,0,17,13,13,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/14/20,Ecuador,total,28,11,0,1.1,5.5,2.2,2,2,0,,1,,0,26,14,14,0,0,0,1,0,0,0,0,JHU,JHU,JHU
3/15/20,Ecuador,total,28,0,11,,5.5,3.3,2,0,2,,1,1.4,0,26,15,15,0,0,0,2,0,0,0,0,JHU,JHU,JHU
3/16/20,Ecuador,total,37,9,0,2.0,4.5,4.0,2,0,0,,0,,0,35,16,16,0,0,0,3,0,0,0,0,JHU,JHU,JHU
3/17/20,Ecuador,total,168,131,9,0.2,70,0.3,3,1,0,1.4,0.5,2.8,0,165,17,17,1,0,0,4,0,0,0,0,Multiple,World,Multiple
3/18/20,Ecuador,total,260,92,131,1.3,111.5,1.0,3,0,1,,0.5,4.2,1,256,18,18,2,1,0,5,0,0,0,0,Multiple,Multiple,Multiple
3/19/20,Ecuador,total,426,166,92,1.1,129,1.4,7,4,0,0.5,2,1.1,3,416,19,19,3,2,0,6,1,0,0,0,WikiCountry,World,WikiCountry
3/20/20,Ecuador,total,532,106,166,2.7,136,2.1,7,0,4,,2,2.5,3,522,20,20,4,3,0,7,2,0,0,0,Multiple,Multiple,Multiple
3/21/20,Ecuador,total,789,257,106,1.4,181.5,2.0,14,7,0,0.7,3.5,1.4,3,772,21,21,5,4,0,8,3,0,0,0,Multiple,World,Multiple
3/22/20,Ecuador,total,789,0,257,,128.5,4.2,14,0,7,,3.5,2.8,3,772,22,22,6,5,0,9,4,0,0,0,Multiple,Multiple,Multiple
3/23/2020,Ecuador,total,789,0,0,,128.5,4.2,14,0,0,,,2.8,3,772,23,23,7,6,0,10,5,0,0,0,Multiple,Multiple,Multiple
1/22/20,Egypt,total,0,0,0,1.0,0,1.0,0,0,0,1.0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/23/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/24/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/25/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/26/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/27/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/28/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/29/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/30/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
1/31/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/1/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/2/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/3/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/4/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/5/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/6/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/7/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/8/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/9/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/10/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/11/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/12/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/13/20,Egypt,total,0,0,0,,0,,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/14/20,Egypt,total,1,1,0,,0.5,,0,0,0,,0,,0,1,1,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/15/20,Egypt,total,1,0,1,,0.5,1.4,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/16/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/17/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/18/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/19/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,6,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/20/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,7,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/21/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,8,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/22/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,9,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/23/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,10,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/24/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,11,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/25/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,12,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/26/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,13,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/27/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,0,1,14,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/28/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,1,0,15,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
2/29/20,Egypt,total,1,0,0,,0,,0,0,0,,0,,1,0,16,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/1/20,Egypt,total,2,1,0,,0.5,,0,0,0,,0,,1,1,17,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/2/20,Egypt,total,2,0,1,,0.5,1.4,0,0,0,,0,,1,1,18,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/3/20,Egypt,total,2,0,0,,0,,0,0,0,,0,,1,1,19,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/4/20,Egypt,total,2,0,0,,0,,0,0,0,,0,,1,1,20,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/5/20,Egypt,total,3,1,0,0.7,0.5,1.4,0,0,0,,0,,1,2,21,0,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/6/20,Egypt,total,15,12,1,0.1,6.5,0.2,0,0,0,,0,,1,14,22,1,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/7/20,Egypt,total,15,0,12,,6,1.6,0,0,0,,0,,1,14,23,2,0,0,0,0,0,0,0,0,JHU,JHU,JHU
3/8/20,Egypt,total,49,34,0,0.3,17,0.6,1,1,0,,0.5,,1,47,24,3,0,0,0,1,0,0,0,0,JHU,JHU,JHU
3/9/20,Egypt,total,55,6,34,5.5,20,1.6,1,0,1,,0.5,1.4,1,53,25,4,0,0,0,2,0,0,0,0,JHU,JHU,JHU
3/10/20,Egypt,total,59,4,6,9.3,5,7.4,1,0,0,,0,,1,57,26,5,0,0,0,3,0,0,0,0,JHU,JHU,JHU
3/11/20,Egypt,total,60,1,4,39.9,2.5,16.0,1,0,0,,0,,27,32,27,6,0,0,0,4,0,0,0,0,JHU,JHU,JHU
3/12/20,Egypt,total,67,7,1,3.2,4,5.6,1,0,0,,0,,27,39,28,7,0,0,0,5,0,0,0,0,JHU,JHU,JHU
3/13/20,Egypt,total,80,13,7,2.1,10,2.7,2,1,0,0.7,0.5,1.4,27,51,29,8,0,0,0,6,0,0,0,0,JHU,JHU,JHU
3/14/20,Egypt,total,109,29,13,1.2,21,1.7,2,0,1,,0.5,2.8,27,80,30,9,1,0,0,7,0,0,0,0,JHU,JHU,JHU
3/15/20,Egypt,total,110,1,29,56.0,15,3.7,2,0,0,,0,,27,81,31,10,2,0,0,8,0,0,0,0,JHU,JHU,JHU-Prev
3/16/20,Egypt,total,150,40,1,1.4,20.5,2.8,2,0,0,,0,,27,121,32,11,3,0,0,9,0,0,0,0,JHU,JHU,JHU
3/17/20,Egypt,total,210,60,40,1.4,50,1.7,6,4,0,0.3,2,0.7,32,172,33,12,4,0,0,10,1,0,0,0,Multiple,Multiple,Multiple
3/18/20,Egypt,total,256,46,60,2.6,53,2.3,7,1,4,4.2,2.5,1.7,32,217,34,13,5,1,0,11,2,0,0,0,JHU,Multiple,JHU
