Date,Country,ConfirmedToDate,NewConfirmed,PrevNewConfirmed,DaysToDouble_New,NewConfirmed_2DayAvg,DaysToDouble_2DayAvg,DeathsToDate,NewDeaths,PrevNewDeaths,DaysToDoubleDeath_New,NewDeaths_2DayAvg,DaysToDoubleDeath_2DayAvg,Recovered,ActiveCases,DaysIn,DaysIn5,DaysIn100,DaysIn250,DaysIn1000,DaysInDeaths,DaysInDeaths5,DaysInDeaths100,DaysInDeaths250,DaysInDeaths1000
3/20/2020,Cuba,16,5,1,1.4,3,2.3,1,0,1,,0.5,1.4,0,15,4,4,0,0,0,2,0,0,0,0
3/21/2020,Cuba,21,5,5,2.1,5,2.1,1,0,0,,0,,0,20,5,5,0,0,0,3,0,0,0,0
3/22/2020,Cuba,21,0,5,2.8,5,2.8,1,0,0,,,,0,20,6,6,0,0,0,4,0,0,0,0
3/17/20,Cyprus,49,49,0,1.0,49,1.0,0,0,0,1.0,0,1.0,0,49,1,1,0,0,0,0,0,0,0,0
3/18/20,Cyprus,58,9,49,3.8,29,3.8,0,0,0,,0,,,58,2,2,0,0,0,0,0,0,0,0
3/19/2020,Cyprus,100,42,9,1.0,25.5,1.6,0,0,0,,0,,0,100,3,3,1,0,0,0,0,0,0,0
3/20/2020,Cyprus,75,-25,42,-2.8,8.5,8.2,0,0,0,,0,,0,75,4,4,2,0,0,0,0,0,0,0
3/21/2020,Cyprus,75,0,-25,,-12.5,-4.2,0,0,0,,0,,0,75,5,5,3,0,0,0,0,0,0,0
3/22/2020,Cyprus,75,0,0,,-12.5,-4.2,0,0,0,,,,0,75,6,6,4,0,0,0,0,0,0,0
3/17/20,Czech Republic,434,434,0,1.0,434,1.0,0,0,0,1.0,0,1.0,3,431,1,1,1,1,0,0,0,0,0,0
3/18/20,Czech Republic,522,88,434,3.4,261,3.4,0,0,0,,0,,,522,2,2,2,2,0,0,0,0,0,0
3/19/2020,Czech Republic,694,172,88,2.1,130,2.8,0,0,0,,0,,3,691,3,3,3,3,0,0,0,0,0,0
3/20/2020,Czech Republic,833,139,172,3.5,155.5,3.1,0,0,0,,0,,4,829,4,4,4,4,0,0,0,0,0,0
3/21/2020,Czech Republic,995,162,139,3.6,150.5,3.9,0,0,0,,0,,6,989,5,5,5,5,0,0,0,0,0,0
3/22/2020,Czech Republic,"1,120",125,162,5.5,143.5,4.8,0,0,0,,,,6,1114,6,6,6,6,1,0,0,0,0,0
3/17/20,Denmark,"1,025","1,025",0,1.0,"1,025",1.0,4,4,0,1.0,4,1.0,,1021,1,1,1,1,1,1,0,0,0,0
3/18/20,Denmark,1117,92,"1,025",7.8,558.5,7.8,4,0,4,,2,,,1113,2,2,2,2,2,2,0,0,0,0
3/19/2020,Denmark,"1,225",108,92,7.2,100,7.8,6,2,0,1.4,1,2.8,,1219,3,3,3,3,3,3,1,0,0,0
3/20/2020,Denmark,"1,337",112,108,7.6,110,7.8,9,3,2,1.4,2.5,1.7,,1328,4,4,4,4,4,4,2,0,0,0
3/21/2020,Denmark,"1,420",83,112,11.2,97.5,9.5,13,4,3,1.6,3.5,1.8,,1407,5,5,5,5,5,5,3,0,0,0
3/22/2020,Denmark,"1,512",92,83,10.7,87.5,11.3,13,0,4,2.3,1.6,2.6,,1499,6,6,6,6,6,6,4,0,0,0
3/17/20,Diamond Princess,712,712,0,1.0,712,1.0,7,7,0,1.0,7,1.0,508,197,1,1,1,1,0,1,1,0,0,0
3/18/20,Diamond Princess,712,0,712,,356,,7,0,7,,3.5,,,705,2,2,2,2,0,2,2,0,0,0
3/19/2020,Diamond Princess,712,0,0,,0,,8,1,0,4.9,0.5,9.8,551,153,3,3,3,3,0,3,3,0,0,0
3/20/2020,Diamond Princess,712,0,0,,0,,8,0,1,,0.5,11.2,567,137,4,4,4,4,0,4,4,0,0,0
3/21/2020,Diamond Princess,712,0,0,,0,,9,1,0,5.6,0.5,11.2,567,136,5,5,5,5,0,5,5,0,0,0
3/22/2020,Diamond Princess,712,0,0,,0,,9,0,1,6.3,5.6,12.6,574,129,6,6,6,6,0,6,6,0,0,0
3/18/20,Djibouti,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,,1,1,0,0,0,0,0,0,0,0,0
3/19/2020,Djibouti,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/20/2020,Djibouti,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/21/2020,Djibouti,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
3/22/2020,Djibouti,1,0,0,,0,,0,0,0,,,,0,1,5,0,0,0,0,0,0,0,0,0
3/17/20,Dominican Republic,21,21,0,1.0,21,1.0,1,1,0,1.0,1,1.0,0,20,1,1,0,0,0,1,0,0,0,0
3/18/20,Dominican Republic,34,13,21,1.1,17,1.1,2,1,1,0.7,1,0.7,,32,2,2,0,0,0,2,0,0,0,0
3/19/2020,Dominican Republic,34,0,13,,6.5,3.4,2,0,1,,0.5,2.8,0,32,3,3,0,0,0,3,0,0,0,0
3/20/2020,Dominican Republic,72,38,0,0.6,19,1.2,2,0,0,,0,,0,70,4,4,0,0,0,4,0,0,0,0
3/21/2020,Dominican Republic,112,40,38,1.2,39,1.3,3,1,0,1.4,0.5,2.8,0,109,5,5,1,0,0,5,0,0,0,0
3/22/2020,Dominican Republic,202,90,40,0.8,65,1.2,3,0,1,2.1,1.4,4.2,0,199,6,6,2,0,0,6,0,0,0,0
3/17/20,DR Congo,3,3,0,1.0,3,1.0,0,0,0,1.0,0,1.0,0,3,1,0,0,0,0,0,0,0,0,0
3/18/20,DR Congo,7,4,3,0.5,3.5,0.5,0,0,0,,0,,,7,2,1,0,0,0,0,0,0,0,0
3/19/2020,DR Congo,14,7,4,0.7,5.5,0.9,0,0,0,,0,,0,14,3,2,0,0,0,0,0,0,0,0
3/20/2020,DR Congo,18,4,7,2.5,5.5,1.8,0,0,0,,0,,0,18,4,3,0,0,0,0,0,0,0,0
3/21/2020,DR Congo,23,5,4,2.5,4.5,2.8,1,1,0,,0.5,,0,22,5,4,0,0,0,1,0,0,0,0
3/22/2020,DR Congo,23,0,5,3.1,4.5,3.4,1,0,1,0.7,,1.4,0,22,6,5,0,0,0,2,0,0,0,0
3/21/2020,East Timor,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/22/2020,East Timor,1,0,1,0.7,1,0.7,0,0,0,,1,,0,1,2,0,0,0,0,0,0,0,0,0
3/17/20,Ecuador,111,111,0,1.0,111,1.0,2,2,0,1.0,2,1.0,0,109,1,1,1,0,0,1,0,0,0,0
3/18/20,Ecuador,155,44,111,1.7,77.5,1.7,2,0,2,,1,,,153,2,2,2,0,0,2,0,0,0,0
3/19/2020,Ecuador,260,105,44,1.0,74.5,1.4,4,2,0,0.7,1,1.4,3,253,3,3,3,1,0,3,0,0,0,0
3/20/2020,Ecuador,426,166,105,1.1,135.5,1.3,7,3,2,0.9,2.5,1.1,3,416,4,4,4,2,0,4,1,0,0,0
3/21/2020,Ecuador,532,106,166,2.7,136,2.1,7,0,3,,1.5,3.3,3,522,5,5,5,3,0,5,2,0,0,0
3/22/2020,Ecuador,789,257,106,1.4,181.5,2.0,14,7,0,0.7,3.5,1.4,3,772,6,6,6,4,0,6,3,0,0,0
3/17/20,Egypt,196,196,0,1.0,196,1.0,6,6,0,1.0,6,1.0,32,158,1,1,1,0,0,1,1,0,0,0
3/18/20,Egypt,210,14,196,7.9,105,7.9,6,0,6,,3,,,204,2,2,2,0,0,2,2,0,0,0
3/19/2020,Egypt,256,46,14,3.1,30,4.8,7,1,0,4.2,0.5,8.4,42,207,3,3,3,1,0,3,3,0,0,0
3/20/2020,Egypt,285,29,46,5.0,37.5,3.9,8,1,1,4.9,1,4.9,42,235,4,4,4,2,0,4,4,0,0,0
3/21/2020,Egypt,294,9,29,18.3,19,8.7,10,2,1,2.8,1.5,3.7,41,243,5,5,5,3,0,5,5,0,0,0
3/22/2020,Egypt,294,0,9,18.9,19,9.0,10,0,2,3.5,2.8,4.7,41,243,6,6,6,4,0,6,6,0,0,0
3/18/20,El Salvador,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,,1,1,0,0,0,0,0,0,0,0,0
3/19/2020,El Salvador,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/20/2020,El Salvador,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/21/2020,El Salvador,3,2,0,0.3,1,0.7,0,0,0,,0,,0,3,4,0,0,0,0,0,0,0,0,0
3/22/2020,El Salvador,3,0,2,1.1,1,2.1,0,0,0,,,,0,3,5,0,0,0,0,0,0,0,0,0
3/17/20,Equatorial Guinea,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Equatorial Guinea,4,3,1,0.2,2,0.2,0,0,0,,0,,,4,2,0,0,0,0,0,0,0,0,0
3/19/2020,Equatorial Guinea,6,2,3,1.4,2.5,1.1,0,0,0,,0,,0,6,3,1,0,0,0,0,0,0,0,0
3/20/2020,Equatorial Guinea,6,0,2,,1,4.2,0,0,0,,0,,0,6,4,2,0,0,0,0,0,0,0,0
3/21/2020,Equatorial Guinea,6,0,0,,0,,0,0,0,,0,,0,6,5,3,0,0,0,0,0,0,0,0
3/22/2020,Equatorial Guinea,6,0,0,,0,,0,0,0,,,,0,6,6,4,0,0,0,0,0,0,0,0
3/21/2020,Eritrea,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/22/2020,Eritrea,1,0,1,0.7,1,0.7,0,0,0,,1,,0,1,2,0,0,0,0,0,0,0,0,0
3/17/20,Estonia,225,225,0,1.0,225,1.0,0,0,0,1.0,0,1.0,1,224,1,1,1,0,0,0,0,0,0,0
3/18/20,Estonia,258,33,225,4.8,129,4.8,0,0,0,,0,,,258,2,2,2,1,0,0,0,0,0,0
3/19/2020,Estonia,267,9,33,20.1,21,8.6,0,0,0,,0,,1,266,3,3,3,2,0,0,0,0,0,0
3/20/2020,Estonia,283,16,9,11.6,12.5,14.9,0,0,0,,0,,1,282,4,4,4,3,0,0,0,0,0,0
3/21/2020,Estonia,306,23,16,8.6,19.5,10.1,0,0,0,,0,,2,304,5,5,5,4,0,0,0,0,0,0
3/22/2020,Estonia,326,20,23,10.6,21.5,9.9,0,0,0,,,,4,322,6,6,6,5,0,0,0,0,0,0
3/17/20,Eswatini,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Eswatini,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Eswatini,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,Eswatini,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
3/21/2020,Eswatini,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
3/22/2020,Eswatini,4,3,0,0.2,1.5,0.5,0,0,0,,,,0,4,6,0,0,0,0,0,0,0,0,0
3/17/20,Ethiopia,5,5,0,1.0,5,1.0,0,0,0,1.0,0,1.0,0,5,1,1,0,0,0,0,0,0,0,0
3/18/20,Ethiopia,6,1,5,3.5,3,3.5,0,0,0,,0,,,6,2,2,0,0,0,0,0,0,0,0
3/19/2020,Ethiopia,7,1,1,4.2,1,4.2,0,0,0,,0,,0,7,3,3,0,0,0,0,0,0,0,0
3/20/2020,Ethiopia,9,2,1,2.5,1.5,3.3,0,0,0,,0,,0,9,4,4,0,0,0,0,0,0,0,0
3/21/2020,Ethiopia,9,0,2,,1,6.3,0,0,0,,0,,0,9,5,5,0,0,0,0,0,0,0,0
3/22/2020,Ethiopia,11,2,0,3.1,1,6.3,0,0,0,,,,0,11,6,6,0,0,0,0,0,0,0,0
3/18/20,Fiji,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,,1,1,0,0,0,0,0,0,0,0,0
3/19/2020,Fiji,1,0,1,,0.5,,0,0,0,,0,,0,1,2,0,0,0,0,0,0,0,0,0
3/20/2020,Fiji,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/21/2020,Fiji,2,1,0,0.7,0.5,1.4,0,0,0,,0,,0,2,4,0,0,0,0,0,0,0,0,0
3/22/2020,Fiji,2,0,1,1.4,0.5,2.8,0,0,0,,,,0,2,5,0,0,0,0,0,0,0,0,0
3/17/20,Finland,322,322,0,1.0,322,1.0,0,0,0,1.0,0,1.0,10,312,1,1,1,1,0,0,0,0,0,0
3/18/20,Finland,359,37,322,5.9,179.5,5.9,0,0,0,,0,,0,359,2,2,2,2,0,0,0,0,0,0
3/19/2020,Finland,400,41,37,6.1,39,6.4,0,0,0,,0,,10,390,3,3,3,3,0,0,0,0,0,0
3/20/2020,Finland,450,50,41,5.5,45.5,6.0,0,0,0,,0,,10,440,4,4,4,4,0,0,0,0,0,0
3/21/2020,Finland,523,73,50,4.2,61.5,5.0,1,1,0,,0.5,,10,512,5,5,5,5,0,1,0,0,0,0
3/22/2020,Finland,626,103,73,3.5,88,4.1,1,0,1,0.7,,1.4,10,615,6,6,6,6,0,2,0,0,0,0
3/17/20,France,"7,730","7,730",0,1.0,"7,730",1.0,175,175,0,1.0,175,1.0,602,6953,1,1,1,1,1,1,1,1,0,0
3/18/20,France,"9,134",1404,"7,730",3.5,4567,3.5,264,89,175,1.4,132,1.4,39,8831,2,2,2,2,2,2,2,2,1,0
3/19/2020,France,"10,995",1861,1404,3.3,1632.5,3.8,372,108,89,1.7,98.5,1.9,"1,300",9323,3,3,3,3,3,3,3,3,2,0
3/20/2020,France,12612,1617,1861,4.0,1739,3.8,450,78,108,3.3,93,2.8,"1,300",10862,4,4,4,4,4,4,4,4,3,0
3/21/2020,France,"14,459",1847,1617,4.1,1732,4.4,562,112,78,2.8,95,3.3,"1,587",12310,5,5,5,5,5,5,5,5,4,0
3/22/2020,France,"14,459",0,1847,4.7,1732,5.0,562,0,112,3.5,2.8,4.1,"1,587",12310,6,6,6,6,6,6,6,6,5,0
3/17/20,Gabon,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Gabon,3,2,1,0.3,1.5,0.3,0,0,0,,0,,,3,2,0,0,0,0,0,0,0,0,0
3/19/2020,Gabon,3,0,2,,1,2.1,0,0,0,,0,,0,3,3,0,0,0,0,0,0,0,0,0
3/20/2020,Gabon,4,1,0,2.1,0.5,4.2,0,0,0,,0,,0,4,4,0,0,0,0,0,0,0,0,0
3/21/2020,Gabon,4,0,1,,0.5,5.6,0,0,0,,0,,0,4,5,0,0,0,0,0,0,0,0,0
3/22/2020,Gabon,4,0,0,,0.5,5.6,0,0,0,,,,0,4,6,0,0,0,0,0,0,0,0,0
3/17/20,Gambia,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Gambia,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Gambia,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,Gambia,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
3/21/2020,Gambia,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
3/22/2020,Gambia,1,0,0,,0,,0,0,0,,,,0,1,6,0,0,0,0,0,0,0,0,0
3/17/20,Georgia,35,35,0,1.0,35,1.0,0,0,0,1.0,0,1.0,1,34,1,1,0,0,0,0,0,0,0,0
3/18/20,Georgia,38,3,35,7.9,19,7.9,0,0,0,,0,,,38,2,2,0,0,0,0,0,0,0,0
3/19/2020,Georgia,40,2,3,13.3,2.5,10.6,0,0,0,,0,,1,39,3,3,0,0,0,0,0,0,0,0
3/20/2020,Georgia,43,3,2,9.1,2.5,10.9,0,0,0,,0,,1,42,4,4,0,0,0,0,0,0,0,0
3/21/2020,Georgia,49,6,3,4.9,4.5,6.5,0,0,0,,0,,1,48,5,5,0,0,0,0,0,0,0,0
3/22/2020,Georgia,54,5,6,6.7,5.5,6.1,0,0,0,,,,3,51,6,6,0,0,0,0,0,0,0,0
3/17/20,Germany,"9,360","9,360",0,1.0,"9,360",1.0,26,26,0,1.0,26,1.0,71,9263,1,1,1,1,1,1,1,0,0,0
3/18/20,Germany,12327,2967,"9,360",2.2,6163.5,2.2,28,2,26,9.1,14,9.1,3,12296,2,2,2,2,2,2,2,0,0,0
3/19/2020,Germany,15320,2993,2967,2.9,2980,2.9,44,16,2,1.2,9,2.2,115,15161,3,3,3,3,3,3,3,0,0,0
3/20/2020,Germany,19848,4528,2993,2.3,3760.5,2.8,68,24,16,1.3,20,1.5,180,19600,4,4,4,4,4,4,4,0,0,0
3/21/2020,Germany,"22,364",2516,4528,5.5,3522,3.9,84,16,24,3.0,20,2.4,239,22041,5,5,5,5,5,5,5,0,0,0
3/22/2020,Germany,"24,809",2445,2516,6.3,2480.5,6.2,93,9,16,6.5,12.5,4.7,266,24450,6,6,6,6,6,6,6,0,0,0
3/17/20,Ghana,6,6,0,1.0,6,1.0,0,0,0,1.0,0,1.0,0,6,1,1,0,0,0,0,0,0,0,0
3/18/20,Ghana,7,1,6,4.2,3.5,4.2,0,0,0,,0,,,7,2,2,0,0,0,0,0,0,0,0
3/19/2020,Ghana,11,4,1,1.2,2.5,2.0,0,0,0,,0,,0,11,3,3,0,0,0,0,0,0,0,0
3/20/2020,Ghana,16,5,4,1.5,4.5,1.7,0,0,0,,0,,0,16,4,4,0,0,0,0,0,0,0,0
3/21/2020,Ghana,21,5,5,2.2,5,2.2,1,1,0,,0.5,,0,20,5,5,0,0,0,1,0,0,0,0
3/22/2020,Ghana,21,0,5,2.8,5,2.8,1,0,1,0.7,,1.4,0,20,6,6,0,0,0,2,0,0,0,0
3/17/20,Greece,387,387,0,1.0,387,1.0,5,5,0,1.0,5,1.0,10,372,1,1,1,1,0,1,1,0,0,0
3/18/20,Greece,418,31,387,8.4,209,8.4,5,0,5,,2.5,,,413,2,2,2,2,0,2,2,0,0,0
3/19/2020,Greece,464,46,31,6.3,38.5,7.5,6,1,0,3.5,0.5,7.0,19,439,3,3,3,3,0,3,3,0,0,0
3/20/2020,Greece,495,31,46,9.9,38.5,8.0,10,4,1,1.1,2.5,1.7,19,466,4,4,4,4,0,4,4,0,0,0
3/21/2020,Greece,530,35,31,9.3,33,9.9,13,3,4,2.3,3.5,2.0,19,498,5,5,5,5,0,5,5,0,0,0
3/22/2020,Greece,624,94,35,3.7,64.5,5.4,15,2,3,4.5,2.5,3.6,19,590,6,6,6,6,0,6,6,0,0,0
3/17/20,Guatemala,8,8,0,1.0,8,1.0,1,1,0,1.0,1,1.0,0,7,1,1,0,0,0,1,0,0,0,0
3/18/20,Guatemala,8,0,8,,4,,1,0,1,,0.5,,,7,2,2,0,0,0,2,0,0,0,0
3/19/2020,Guatemala,9,1,0,4.9,0.5,9.8,1,0,0,,0,,0,8,3,3,0,0,0,3,0,0,0,0
3/20/2020,Guatemala,12,3,1,1.9,2,2.8,1,0,0,,0,,0,11,4,4,0,0,0,4,0,0,0,0
3/21/2020,Guatemala,17,5,3,1.5,4,1.9,1,0,0,,0,,0,16,5,5,0,0,0,5,0,0,0,0
3/22/2020,Guatemala,17,0,5,2.2,4,2.8,1,0,0,,,,0,16,6,6,0,0,0,6,0,0,0,0
3/20/2020,Guernsey,2,2,0,1.0,2,1.0,0,0,0,1.0,0,1.0,0,2,1,0,0,0,0,0,0,0,0,0
3/21/2020,Guernsey,17,15,2,0.1,8.5,0.1,0,0,0,,0,,0,17,2,1,0,0,0,0,0,0,0,0
3/22/2020,Guernsey,20,3,15,4.0,9,1.3,0,0,0,,,,0,20,3,2,0,0,0,0,0,0,0,0
3/17/20,Guinea,1,1,0,1.0,1,1.0,0,0,0,1.0,0,1.0,0,1,1,0,0,0,0,0,0,0,0,0
3/18/20,Guinea,1,0,1,,0.5,,0,0,0,,0,,,1,2,0,0,0,0,0,0,0,0,0
3/19/2020,Guinea,1,0,0,,0,,0,0,0,,0,,0,1,3,0,0,0,0,0,0,0,0,0
3/20/2020,Guinea,1,0,0,,0,,0,0,0,,0,,0,1,4,0,0,0,0,0,0,0,0,0
3/21/2020,Guinea,1,0,0,,0,,0,0,0,,0,,0,1,5,0,0,0,0,0,0,0,0,0
3/22/2020,Guinea,2,1,0,0.7,0.5,1.4,0,0,0,,,,1,1,6,0,0,0,0,0,0,0,0,0
3/17/20,Guyana,7,7,0,1.0,7,1.0,1,1,0,1.0,1,1.0,0,6,1,1,0,0,0,1,0,0,0,0
3/18/20,Guyana,4,-3,7,-1.4,2,-1.4,1,0,1,,0.5,,,3,2,2,0,0,0,2,0,0,0,0
3/19/2020,Guyana,4,0,-3,,-1.5,-1.4,1,0,0,,0,,0,3,3,3,0,0,0,3,0,0,0,0
3/20/2020,Guyana,15,11,0,0.2,5.5,0.4,1,0,0,,0,,0,14,4,4,0,0,0,4,0,0,0,0
3/21/2020,Guyana,4,-11,11,-0.9,0,,1,0,0,,0,,0,3,5,5,0,0,0,5,0,0,0,0
3/22/2020,Guyana,4,0,-11,-0.2,0,,1,0,0,,,,0,3,6,6,0,0,0,6,0,0,0,0
3/19/2020,Haiti,2,2,0,1.0,2,1.0,0,0,0,1.0,0,1.0,0,2,1,0,0,0,0,0,0,0,0,0
